11/6/22 1:08 PM
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	#Files	
Total:           	   71707	630567	                    2753826	                      3312828	   891	
Remaining:       	   70016	626001	                    2730507	                      3286574	   880	
Unique:          	   63358	594837	                    2598259	                      3129849	   869	
Unique Remaining:	   61882	590723	                    2577050	                      3105947	   858	


Estatísticas do arquivo individual:

File Name                                                                                  	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6425_Slager.d.json                              	           277	               276	            244	                      244	       2508	           2506	        2405	                  2405	                            10831	                                10825	                             10367	                                       10367	                              13062	                                  13055	                               12528	                                         12528	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6424_Ludlof.d.json                              	           106	               106	             98	                       98	        936	            936	         914	                   914	                             3970	                                 3970	                              3863	                                        3863	                               4802	                                   4802	                                4681	                                          4681	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6417_Propagandist.d.json                        	            96	                96	             86	                       86	        869	            869	         824	                   824	                             3770	                                 3770	                              3596	                                        3596	                               4545	                                   4545	                                4336	                                          4336	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6416_Propagandist.d.json                        	            83	                83	             70	                       70	        599	            599	         541	                   541	                             2599	                                 2599	                              2375	                                        2375	                               3116	                                   3116	                                2847	                                          2847	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6415_Walter.d.json                              	            35	                35	             27	                       27	        318	            318	         285	                   285	                             1359	                                 1359	                              1227	                                        1227	                               1643	                                   1643	                                1486	                                          1486	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6409_Nathaniel.d.json                           	            80	                80	             71	                       71	        489	            489	         455	                   455	                             2099	                                 2099	                              1958	                                        1958	                               2509	                                   2509	                                2343	                                          2343	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6407_Ramha.d.json                               	           216	               216	            185	                      185	       1659	           1659	        1555	                  1555	                             7055	                                 7055	                              6624	                                        6624	                               8502	                                   8502	                                7998	                                          7998	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6406_Fahda.d.json                               	            62	                62	             53	                       53	        552	            552	         508	                   508	                             2471	                                 2471	                              2273	                                        2273	                               2963	                                   2963	                                2730	                                          2730	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6401_Eva.d.json                                 	            28	                28	             23	                       23	        211	            211	         187	                   187	                              881	                                  881	                               776	                                         776	                               1064	                                   1064	                                 940	                                           940	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6400_Alfred.d.json                              	            67	                67	             62	                       62	        695	            695	         674	                   674	                             3112	                                 3112	                              3014	                                        3014	                               3741	                                   3741	                                3627	                                          3627	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6395_Bernand.d.json                             	            44	                44	             41	                       41	        400	            400	         374	                   374	                             1766	                                 1766	                              1671	                                        1671	                               2122	                                   2122	                                2004	                                          2004	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6389_Nirka.d.json                               	            61	                61	             44	                       44	        699	            699	         552	                   552	                             2858	                                 2858	                              2237	                                        2237	                               3496	                                   3496	                                2745	                                          2745	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6388_Morris.d.json                              	            65	                65	             64	                       64	        919	            919	         913	                   913	                             4126	                                 4126	                              4107	                                        4107	                               4980	                                   4980	                                4956	                                          4956	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6384_MaleBath.d.json                            	             9	                 9	              8	                        8	         87	             87	          81	                    81	                              451	                                  451	                               431	                                         431	                                529	                                    529	                                 504	                                           504	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6383_Miron.d.json                               	            49	                49	             45	                       45	        521	            521	         501	                   501	                             2274	                                 2274	                              2181	                                        2181	                               2746	                                   2746	                                2637	                                          2637	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6358_Miroh.d.json                               	            11	                11	              9	                        9	         86	             86	          81	                    81	                              402	                                  402	                               380	                                         380	                                477	                                    477	                                 452	                                           452	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6357_Nivel.d.json                               	            17	                17	             11	                       11	        161	            161	         136	                   136	                              682	                                  682	                               559	                                         559	                                826	                                    826	                                 684	                                           684	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6355_Bruno.d.json                               	           109	               109	             99	                       99	        844	            844	         807	                   807	                             3494	                                 3494	                              3351	                                        3351	                               4230	                                   4230	                                4060	                                          4060	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6316_Mia.d.json                                 	            18	                18	             15	                       15	        149	            149	         138	                   138	                              603	                                  603	                               549	                                         549	                                734	                                    734	                                 672	                                           672	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6313_Sues.d.json                                	            58	                58	             50	                       50	        508	            508	         461	                   461	                             2082	                                 2082	                              1889	                                        1889	                               2532	                                   2532	                                2300	                                          2300	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6312_Worker.d.json                              	             5	                 5	              5	                        5	         50	             50	          50	                    50	                              230	                                  230	                               230	                                         230	                                275	                                    275	                                 275	                                           275	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6308_Remuz.d.json                               	            15	                15	             15	                       15	        193	            193	         193	                   193	                              854	                                  854	                               854	                                         854	                               1032	                                   1032	                                1032	                                          1032	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6307_Grave.d.json                               	            45	                45	             42	                       42	        309	            309	         302	                   302	                             1306	                                 1306	                              1276	                                        1276	                               1570	                                   1570	                                1536	                                          1536	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6303_Anais.d.json                               	            20	                20	             20	                       20	        185	            185	         185	                   185	                              760	                                  760	                               760	                                         760	                                925	                                    925	                                 925	                                           925	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6302_Worker.d.json                              	             4	                 4	              4	                        4	         43	             43	          43	                    43	                              200	                                  200	                               200	                                         200	                                239	                                    239	                                 239	                                           239	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6301_Worker.d.json                              	             1	                 1	              1	                        1	          4	              4	           4	                     4	                               16	                                   16	                                16	                                          16	                                 19	                                     19	                                  19	                                            19	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6300_Groen.d.json                               	            29	                29	             28	                       28	        331	            331	         328	                   328	                             1532	                                 1532	                              1515	                                        1515	                               1834	                                   1834	                                1815	                                          1815	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6284_Figaro.d.json                              	            91	                91	             74	                       74	        696	            696	         636	                   636	                             2971	                                 2971	                              2714	                                        2714	                               3577	                                   3577	                                3277	                                          3277	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6283_Beinard.d.json                             	           113	               113	             97	                       97	       1045	           1045	        1003	                  1003	                             4460	                                 4460	                              4290	                                        4290	                               5392	                                   5392	                                5196	                                          5196	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6282_Ruud.d.json                                	           209	               207	            171	                      171	       1430	           1428	        1355	                  1355	                             6088	                                 6078	                              5745	                                        5745	                               7309	                                   7299	                                6929	                                          6929	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6254_Mailor.d.json                              	            96	                96	             83	                       83	        952	            952	         907	                   907	                             4095	                                 4095	                              3899	                                        3899	                               4951	                                   4951	                                4723	                                          4723	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6249_Kaf.d.json                                 	            59	                59	             55	                       55	        401	            401	         391	                   391	                             1727	                                 1727	                              1686	                                        1686	                               2069	                                   2069	                                2022	                                          2022	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6248_Pieter.d.json                              	            15	                15	             12	                       12	        109	            109	         102	                   102	                              474	                                  474	                               443	                                         443	                                568	                                    568	                                 533	                                           533	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6247_Amir.d.json                                	            65	                65	             57	                       57	        544	            544	         515	                   515	                             2292	                                 2292	                              2181	                                        2181	                               2771	                                   2771	                                2639	                                          2639	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6246_Ortwin.d.json                              	            78	                78	             69	                       69	        595	            595	         573	                   573	                             2486	                                 2486	                              2384	                                        2384	                               3004	                                   3004	                                2889	                                          2889	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6243_Citizen.d.json                             	            65	                65	             56	                       56	        470	            470	         448	                   448	                             2110	                                 2110	                              2021	                                        2021	                               2515	                                   2515	                                2413	                                          2413	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6242_Ars_FMQ003.d.json                          	            65	                65	             49	                       49	        375	            375	         331	                   331	                             1652	                                 1652	                              1473	                                        1473	                               1962	                                   1962	                                1755	                                          1755	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6235_Thief.d.json                               	            79	                79	             66	                       66	        480	            480	         459	                   459	                             2187	                                 2187	                              2097	                                        2097	                               2588	                                   2588	                                2490	                                          2490	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6234_Fanatic.d.json                             	            64	                64	             52	                       52	        633	            633	         607	                   607	                             2854	                                 2854	                              2732	                                        2732	                               3423	                                   3423	                                3287	                                          3287	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6233_Alder.d.json                               	           119	               119	             97	                       97	        821	            821	         756	                   756	                             3355	                                 3355	                              3091	                                        3091	                               4057	                                   4057	                                3750	                                          3750	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6232_Veigo.d.json                               	            85	                84	             76	                       76	        810	            809	         792	                   792	                             3401	                                 3396	                              3319	                                        3319	                               4126	                                   4121	                                4035	                                          4035	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6231_Recon.d.json                               	            39	                39	             30	                       30	        313	            313	         279	                   279	                             1325	                                 1325	                              1186	                                        1186	                               1599	                                   1599	                                1435	                                          1435	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6230_Keth.d.json                                	           150	               150	            126	                      126	       1209	           1209	        1146	                  1146	                             5219	                                 5219	                              4963	                                        4963	                               6278	                                   6278	                                5983	                                          5983	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6221_Oldman.d.json                              	             4	                 4	              3	                        3	         28	             28	          27	                    27	                              116	                                  116	                               109	                                         109	                                140	                                    140	                                 133	                                           133	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6218_Ratcatcher.d.json                          	            26	                26	             21	                       21	        214	            214	         185	                   185	                              900	                                  900	                               778	                                         778	                               1088	                                   1088	                                 942	                                           942	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6128_Leon.d.json                                	           130	               130	            113	                      113	       1206	           1206	        1162	                  1162	                             5176	                                 5176	                              4965	                                        4965	                               6253	                                   6253	                                6015	                                          6015	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6127_Kuno.d.json                                	           150	               150	            128	                      128	       1284	           1284	        1226	                  1226	                             5525	                                 5525	                              5304	                                        5304	                               6661	                                   6661	                                6404	                                          6404	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6108_CityTrade02.d.json                         	             1	                 1	              0	                        0	          2	              2	           0	                     0	                               11	                                   11	                                 0	                                           0	                                 12	                                     12	                                   0	                                             0	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6107_Armar.d.json                               	           101	               101	             87	                       87	        908	            908	         864	                   864	                             3962	                                 3962	                              3779	                                        3779	                               4769	                                   4769	                                4556	                                          4556	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6106_Borr.d.json                                	            73	                72	             58	                       58	        719	            717	         640	                   640	                             3087	                                 3081	                              2753	                                        2753	                               3734	                                   3727	                                3336	                                          3336	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6071_Rene.d.json                                	            47	                47	             42	                       42	        396	            396	         383	                   383	                             1680	                                 1680	                              1629	                                        1629	                               2030	                                   2030	                                1971	                                          1971	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6065_OldLady.d.json                             	            12	                12	              9	                        9	         60	             60	          49	                    49	                              260	                                  260	                               212	                                         212	                                307	                                    307	                                 251	                                           251	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6060_MysteriousMann.d.json                      	            72	                72	             60	                       60	        532	            532	         502	                   502	                             2259	                                 2259	                              2126	                                        2126	                               2719	                                   2719	                                2568	                                          2568	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6024_Dorran.d.json                              	            31	                31	             26	                       26	        292	            292	         275	                   275	                             1286	                                 1286	                              1216	                                        1216	                               1547	                                   1547	                                1465	                                          1465	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6003_Kaleb.d.json                               	           145	               145	            130	                      130	       1062	           1062	        1016	                  1016	                             4530	                                 4530	                              4307	                                        4307	                               5448	                                   5448	                                5194	                                          5194	
Scripts/Content/Story/Dialoge/City/DIA_VLK_6000_Fishmonger.d.json                          	             2	                 2	              1	                        1	          8	              8	           5	                     5	                               25	                                   25	                                15	                                          15	                                 31	                                     31	                                  19	                                            19	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3025_Allan.d.json                               	           102	               102	             86	                       86	        932	            932	         854	                   854	                             4073	                                 4073	                              3708	                                        3708	                               4904	                                   4904	                                4477	                                          4477	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3024_Ernesto.d.json                             	           195	               195	            176	                      176	       1979	           1979	        1921	                  1921	                             8522	                                 8522	                              8287	                                        8287	                              10307	                                  10307	                               10033	                                         10033	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3023_Boris.d.json                               	           274	               272	            236	                      236	       2558	           2553	        2411	                  2411	                            11169	                                11147	                             10484	                                       10484	                              13456	                                  13431	                               12662	                                         12662	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3022_Prawus.d.json                              	            45	                45	             37	                       37	        340	            340	         315	                   315	                             1435	                                 1435	                              1326	                                        1326	                               1730	                                   1730	                                1604	                                          1604	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3021_Mikkel.d.json                              	            16	                16	             10	                       10	        122	            122	         101	                   101	                              503	                                  503	                               416	                                         416	                                609	                                    609	                                 507	                                           507	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3020_Tom.d.json                                 	            28	                28	             27	                       27	        207	            207	         203	                   203	                              861	                                  861	                               848	                                         848	                               1040	                                   1040	                                1024	                                          1024	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3019_Arnold.d.json                              	           144	               143	            119	                      119	        962	            960	         879	                   879	                             4084	                                 4074	                              3745	                                        3745	                               4902	                                   4891	                                4505	                                          4505	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3018_Olaf.d.json                                	           448	               447	            396	                      396	       4222	           4220	        4050	                  4050	                            18260	                                18255	                             17527	                                       17527	                              22037	                                  22031	                               21184	                                         21184	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3015_Detlow.d.json                              	           335	               335	            280	                      280	       2970	           2970	        2725	                  2725	                            12679	                                12679	                             11622	                                       11622	                              15314	                                  15314	                               14067	                                         14067	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3014_Gerhard.d.json                             	            12	                12	             11	                       11	         80	             80	          79	                    79	                              381	                                  381	                               371	                                         371	                                449	                                    449	                                 439	                                           439	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3004_Ludwig.d.json                              	            84	                84	             61	                       61	        576	            576	         507	                   507	                             2382	                                 2382	                              2109	                                        2109	                               2874	                                   2874	                                2555	                                          2555	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3002_Hershlik.d.json                            	           192	               192	            166	                      166	       1879	           1879	        1789	                  1789	                             8273	                                 8273	                              7857	                                        7857	                               9960	                                   9960	                                9480	                                          9480	
Scripts/Content/Story/Dialoge/City/DIA_VLK_3000_Matey.d.json                               	           239	               239	            205	                      205	       1919	           1919	        1830	                  1830	                             8423	                                 8423	                              8056	                                        8056	                              10109	                                  10109	                                9687	                                          9687	
Scripts/Content/Story/Dialoge/City/DIA_VLK_2311_Worker_Luna.d.json                         	             4	                 4	              4	                        4	         35	             35	          35	                    35	                              163	                                  163	                               163	                                         163	                                194	                                    194	                                 194	                                           194	
Scripts/Content/Story/Dialoge/City/DIA_VLK_15000_Volker.d.json                             	           215	               215	            194	                      194	       2400	           2400	        2286	                  2286	                            10548	                                10548	                             10065	                                       10065	                              12739	                                  12739	                               12163	                                         12163	
Scripts/Content/Story/Dialoge/City/DIA_VLK_14014_Katrina.d.json                            	            28	                28	             28	                       28	        403	            403	         403	                   403	                             1776	                                 1776	                              1776	                                        1776	                               2151	                                   2151	                                2151	                                          2151	
Scripts/Content/Story/Dialoge/City/DIA_VLK_14009_WorriedCitizenMain.d.json                 	            27	                27	             24	                       24	        186	            186	         171	                   171	                              761	                                  761	                               706	                                         706	                                920	                                    920	                                 853	                                           853	
Scripts/Content/Story/Dialoge/City/DIA_VLK_13809_Peddler.d.json                            	             6	                 6	              5	                        5	         35	             35	          32	                    32	                              162	                                  162	                               151	                                         151	                                191	                                    191	                                 178	                                           178	
Scripts/Content/Story/Dialoge/City/DIA_VLK_13806_TaxCollector.d.json                       	            46	                46	             32	                       32	        279	            279	         239	                   239	                             1178	                                 1178	                               995	                                         995	                               1411	                                   1411	                                1202	                                          1202	
Scripts/Content/Story/Dialoge/City/DIA_VLK_13800_DullCitizen.d.json                        	            14	                14	             14	                       14	         86	             86	          86	                    86	                              362	                                  362	                               362	                                         362	                                434	                                    434	                                 434	                                           434	
Scripts/Content/Story/Dialoge/City/DIA_VLK_13799_JohnSilverhand.d.json                     	            21	                21	             15	                       15	        117	            117	          98	                    98	                              471	                                  471	                               395	                                         395	                                567	                                    567	                                 478	                                           478	
Scripts/Content/Story/Dialoge/City/DIA_VLK_13779_Hobo.d.json                               	             2	                 2	              2	                        2	         15	             15	          15	                    15	                               63	                                   63	                                63	                                          63	                                 76	                                     76	                                  76	                                            76	
Scripts/Content/Story/Dialoge/City/DIA_VLK_13778_PeculiarCitizen.d.json                    	            24	                23	             16	                       16	        133	            130	         114	                   114	                              562	                                  551	                               482	                                         482	                                671	                                    658	                                 580	                                           580	
Scripts/Content/Story/Dialoge/City/DIA_VLK_13766_WeedFan.d.json                            	            16	                16	             10	                       10	         85	             85	          73	                    73	                              396	                                  396	                               342	                                         342	                                465	                                    465	                                 405	                                           405	
Scripts/Content/Story/Dialoge/City/DIA_VLK_13731_Barnaba.d.json                            	            63	                61	             50	                       50	        501	            496	         467	                   467	                             2112	                                 2090	                              1963	                                        1963	                               2550	                                   2525	                                2380	                                          2380	
Scripts/Content/Story/Dialoge/City/DIA_VLK_13720_ChronicleMan.d.json                       	            19	                18	             17	                       17	        188	            187	         184	                   184	                              874	                                  869	                               858	                                         858	                               1044	                                   1039	                                1026	                                          1026	
Scripts/Content/Story/Dialoge/City/DIA_VLK_13687_Citizen.d.json                            	            37	                37	             30	                       30	        209	            209	         188	                   188	                              873	                                  873	                               791	                                         791	                               1045	                                   1045	                                 949	                                           949	
